CODE,TITLE,R1_POINTS_2019,R2_POINTS_2019,EOS_2019,MID_2019,R1_POINTS_2020,R2_POINTS_2020,EOS_2020,MID_2020,R1_POINTS_2021,R2_POINTS_2021
LM118,Electronic and Computer Engineering               ,401,,401,498.0,403,,403,489,445,
LM121,Computer Science (Computer Systems/Games Dev/Mobil,352,,352,420.0,351,,351,423,402,
LM122,Creative Media and Interaction Design (Digital Des,330,,330,430.0,327,,327,401,382,
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/I,412,,412,455.0,441*,,441,478,498*,
LM124,Mathematics (Math Science/Maths and Physics/Econom,427,,427,521.0,437,,437,509,455,
LM125,Physics (Applied Physics/Mathematics and Physics) ,405,,405,509.0,404,,404,520,489,
LM150,General Nursing                                   ,440*,,440*,463.0,475*,,475,498,498*,487
LM152,Mental Health Nursing                             ,398,388,388,418.0,419*,,419,430,478,466
LM154,Intellectual Disability Nursing                   ,381*,,381*,408.0,420,,440,473,462,443
LM156,Midwifery                                         ,429,,429,444.0,469,,469,499,521*,508
LY108,Business - Accounting                             ,318,,318,399.0,309,,309,431,312,
LY118,Business                                          ,287,,287,352.0,290,,290,377,288,
LY128,Marketing with Online Technologies                ,,,,,,,,,261,261
LY208,Law                                               ,300,,300,359.0,300,,300,367,300,290
LY218,Business - with Spanish/Irish options             ,298,,298,367.0,,,,,,
LY228,Sports and Exercise (Common Entry)                ,278,,278,330.0,300,,300,367,290,
LY408,Design (Common Entry)                             ,#307,,#307,368.0,#320,,320,381,#301,
LY508,Fire Safety Engineering                           ,270,,270,299.0,276,,276,326,283,
LY518,Quantity Surveying                                ,307,,307,368.0,301,,301,368,304,
LY528,Construction Management                           ,270,267,267,291.0,271,,271,321,262,
LY538,Architectural Technology                          ,,,,,,,,,234,234
LY608,Mechanical Engineering                            ,304,,304,333.0,300,,300,379,300,
LY618,Electronics and Embedded Systems                  ,307,,307,339.0,312,,312,402,321,
LY708,Applied Computing                                 ,300,,300,348.0,306,,306,372,320,
LY748,Computer Science                                  ,,,,,317,317,317,420,316,
LY818,Science (Common Entry)                            ,302,,302,371.0,303,,303,409,302,
LY828,Agriculture (Common Entry)                        ,300,,300,342.0,307,,307,351,308,300
LY908,General Nursing                                   ,389*,388*,383,390.0,400*,,400,423,429*,
LY918,Psychiatric Nursing                               ,329,321*,291*,332.0,357*,,357,387,367*,
LY928,Intellectual Disability Nursing                   ,298,297,288,299.0,326*,,328,346,357,
LY968,Early Childhood Care Health and Education         ,300,,300,336.0,303,,303,361,288,
LY978,Health & Social Care (Common Entry)               ,260,,260,299.0,280,,280,330,279,
MH001,Education - Primary Teaching (Froebel)            ,499,,496*,520.0,507,,507,531,564,
MH002,Education - Primary Teaching - Gaeltacht Applicant,#,,#441*,,,,,,,
MH003,Early Childhood - Teaching and Learning (full-time,,,,,,,,,381,
MH101,Arts                                              ,316,,316,369.0,318,,318,388,338,336
MH103,Music                                             ,#,,#,367.0,#,,#,#,#,
MH106,Psychology - 3 years                              ,495,,495,499.0,521,,521,529,554,
MH107,Social Science                                    ,326,,326,349.0,346,,346,388,390,
MH109,Media Studies                                     ,317,,317,377.0,316,,316,377,324,
MH116,Community and Youth Work (Full-Time)              ,#,,#,271.0,#,,#,#,#,
MH201,Science                                           ,351*,350,350,392.0,360,,360,418,401,400
MH202,Biotechnology                                     ,429,,429,446.0,455,,455,466,490,489
MH203,Biological and Geographical Sciences              ,,,,,430,,430,465,451,
MH204,Physics with Astrophysics                         ,420,,420,488.0,422,,422,479,422,
MH206,Theoretical Physics and Mathematics               ,498,,498,566.0,510,,510,533,521,
MH207,Data Science                                      ,434,,434,466.0,445,,445,520,444,
MH208,Biological and Biomedical Sciences                ,462*,455,451,476.0,498,,498,510,543,
MH209,Psychology (through Science) - 4 years            ,477,473,473,485.0,498,,498,510,529,
MH210,Pharmaceutical and Biomedical Chemistry           ,452,446,446,466.0,487,,487,520,510,
MH212,Science/Computer Science/Mathematics (with Educati,451,444,444,476.0,422,,422,487,452,443
MH304,Engineering (Computer/Electronic/Communications)  ,371,,371,423.0,333,333,333,444,351,351
MH305,Product Design                                    ,358,,358,411.0,357,,357,409,326,
MH306,Robotics and Intelligent Devices                  ,361,,361,424.0,361,,361,433,362,
MH401,Finance (options)                                 ,352,,352,392.0,357,,357,398,370,
MH402,Quantitative Finance                              ,476,,476,487.0,476,,476,509,476,
MH403,Accounting and Finance                            ,402,,402,432.0,422,,422,468,424,
MH404,Business (options)                                ,400,,400,429.0,430,,430,454,441,
MH405,Equine Business                                   ,357,,357,398.0,357,,357,408,,
MH407,Business and Accounting                           ,401,,401,420.0,420,,420,462,423,
MH411,Entrepreneurship                                  ,357,,358,388.0,371,,371,408,378,
MH501,LLB Law - four year Single Major Law programme    ,451,,451,476.0,473,,473,495,507,
MH502,Law (options)                                     ,410,,410,442.0,451,,451,473,465,
MH601,Computer Science through Arts (options)           ,342,,342,369.0,352,,352,403,381,
MH602,Computer Science through Science (options)        ,352,,357,413.0,351,,351,409,400,
MH603,Computational Thinking                            ,520,,520,543.0,532,,532,544,520,
MH801,Early Childhood - Teaching and Learning (part-time,347,,347,358.0,327,,327,378,AQA,AQA
MH802,Community and Youth Work (part-time in service    ,,,#,,#,#,#,,,#
MH803,Local Studies or Community Studies (part-time even,,#,#,,#,#,#,,,#
MI001,Contemporary & Applied Theatre Studies            ,345,,345,381.0,375,,390,412,209,
MI002,Arts (offered in conjunction with the University o,300,,300,378.0,300,281,281,389,280,
MI004,Education - Primary Teaching - International      ,,,,,577,,577,589,589,
MI005,Education - Primary Teaching                      ,473*,,473*,506.0,495,,495,521,522,
MI006,Education - Primary Teaching (Gaeltacht Applicants,#442,,#442,473.0,#456,,462,519,#485,
MI007,Early Childhood Care and Education                ,366,,366,402.0,357,,357,409,409,
MI008,Education and Psychology - Primary Teaching       ,554,552,543,555.0,588,,588,601,590,
MI009,Education Business Studies and Accounting (Thurles,392,,392,420.0,402,,402,455,434,
MI010,Education Business Studies and Religious Studies (,326,,326,355.0,368,,368,389,370,
MI011,Education Irish and Religious Studies (Thurles Cam,377,,377,387.0,409,,409,451,407,
MI012,Education Irish and Business Studies (Thurles Camp,398,,398,440.0,401,,401,463,387,
MI013,Education Mathematics and Gaeilge (Thurles Campus),433,,433,465.0,444,,444,477,509,
MI014,Education  Mathematics and Business Studies       ,,,,,434,,434,487,476,
MU001,Theology and Arts                                 ,300,290,290,318.0,290,290,290,349,294,294
MU002,Theology                                          ,308,292,292,377.0,440,,440,440,,
NC003,Computing (Degree Award options)                  ,261,,261,316.0,260,,260,303,271,
NC005,Human Resource Management                         ,297,,297,320.0,300,,300,331,301,
NC009,Business                                          ,297,,297,339.0,300,,300,346,300,
NC010,Psychology                                        ,360,,366,399.0,400,,400,440,420,
NC020,Marketing Practice                                ,270,,270,307.0,280,,282,338,270,
NC022,Accounting and Finance                            ,338,,338,376.0,337,,337,378,330,
NC023,Technology Management (with specialisations)      ,260,,260,303.0,261,,261,282,266,
NC025,Data Science                                      ,AQA,,297,371.0,,,,,,
NC030,Early Childhood Education and Care                ,,,,,,,,,251,251
NM801,Montessori Education                              ,,,,,220,,220,290,262,
NM802,Psychology                                        ,,,,,,,,,228,
PC405,Social Political and Community Studies            ,276,146,251,296.0,253,216,216,311,263,235
PC410,Arts and Humanities (fulfils Teaching Council requ,278,203,203,289.0,252,209,209,300,262,230
PC411,English and History (fulfils Teaching Council requ,270,168,168,289.0,255,209,209,310,243,224
RC001,Medicine - Undergraduate Entry (HPAT required)    ,#729*,#729*,#729,733.0,#733,,733,738,#741,#740*
RC004,Physiotherapy                                     ,542,532*,532*,542.0,566,,566,567,589*,589*
RC005,Pharmacy                                          ,565,555*,555,566.0,579,,578,589,613*,613
RC101,Medicine - Graduate Entry (GAMSAT required)       ,#60*,,#60,62.0,,,61,63,,
SG141,Business                                          ,252,,252,317.0,261,,261,347,262,
SG142,Business in International Marketing and Sales with,270,,270,388.0,279,,279,386,,
SG144,Business in International Marketing and Sales with,280,,280,388.0,270,,270,347,,
SG145,Business and ICT                                  ,,,,,,,,,279,
SG146,Accounting                                        ,307,,307,347.0,309,,309,411,304,
SG147,Sport with Business                               ,269,,269,316.0,307,,307,367,288,
SG148,Tourism with Event Management                     ,246,,246,282.0,269,,269,340,298,
SG149,Business in Finance and Investment                ,262,,262,357.0,,,,,,
SG150,Business in Marketing                             ,,,,,,,,,298,
SG241,Performing Arts                                   ,279,,279,348.0,328,,328,387,341,
SG242,Early Childhood Care and Education                ,278,,278,318.0,279,,279,319,287,
SG243,Social Care Practice                              ,297,,297,338.0,301,,301,346,309,
SG244,Fine Art                                          ,#355,,#355,496.0,#505,,505,505,#501,
SG245,Creative Design                                   ,254,,261,338.0,282,,282,339,332,
SG246,Computing                                         ,295,,295,368.0,290,,290,333,316,
SG247,English and Psychology                            ,306,,308,336.0,309,,309,382,319,
SG248,Sociology and Politics                            ,282,,282,320.0,281,,281,327,298,
SG249,Writing and Literature                            ,279,,279,338.0,297,,297,368,308,
SG250,Application Design and User Experience            ,290,,290,431.0,412,,412,412,,
SG251,Computing (Smart Technologies)                    ,289,,303,391.0,327,,342,367,,
SG252,Software Development                              ,300,,300,354.0,307,,307,319,310,
SG253,Computer Networks and Cloud Infrastructure        ,273,,273,341.0,324,,378,378,336,
SG254,Writing and Literature Online                     ,,,,,225,225,225,328,327,
SG255,Law and Business                                  ,,,,,,,,,291,
SG341,General Engineering                               ,,,,,,,,,373,
SG342,Civil Engineering                                 ,,,,,415,,415,480,418,
SG343,Quantity Surveying                                ,261,,261,302.0,311,,311,367,300,
SG344,Mechanical Engineering                            ,,,,,,,,,412,
SG346,Construction Project Management and Applied Techno,286,,289,351.0,291,,291,337,313,
SG347,Architecture                                      ,345,,309,357.0,360,,360,411,403,
SG348,Interior Architecture and Design                  ,,,,,316,,331,368,359,
SG349,Electronics and Self Driving Technologies         ,,,,,,,,,,
SG350,Robotics and Automation                           ,,,,,,,,,384,
SG441,Environmental Science                             ,297,,297,358.0,,,,,,
SG442,Occupational Safety and Health                    ,289,,289,330.0,290,,290,367,307,
SG443,Human Nutrition                                   ,357,,357,419.0,356,,356,397,376,
SG444,Science (Undenominated)                           ,308,,308,369.0,338,,338,420,358,
SG445,Pharmaceutical Science with Drug Development      ,339,,347,369.0,311,,311,367,357,
SG446,Applied Archaeology                               ,289,,289,290.0,,,,,,
SG447,Health Science and Physical Activity              ,316,,316,363.0,328,,328,387,326,
SG448,Forensic Investigation and Analysis               ,306,,306,348.0,306,,307,368,308,
SG449,Medical Biotechnology                             ,329,,329,352.0,341,,341,395,315,
SG450,Environmental Science with Ecology (Level 8)      ,,,,,300,,304,368,310,
TA022,Creative Digital Media                            ,271,260,260,318.0,,,,,,
TA023,Advertising and Marketing Communications          ,235,218,235,299.0,,,,,,
TA024,Early Childhood Care and Education                ,217,217,217,307.0,,,,,,
TA025,Social Care Practice                              ,261,,261,297.0,,,,,,
TA026,International Hospitality and Tourism Management  ,208,208,208,269.0,,,,,,
TA027,Botanical Cuisine                                 ,236,,236,273.0,,,,,,
TA028,Digital Marketing Technologies                    ,287,220,220,313.0,,,,,,
TA121,Accounting and Finance                            ,202,202,202,328.0,,,,,,
TA122,Management                                        ,218,218,218,297.0,,,,,,
TA123,Marketing Management                              ,207,207,207,284.0,,,,,,
TA125,International Business                            ,229,229,229,300.0,,,,,,
TA221,Electronic Engineering                            ,251,251,251,321.0,,,,,,
TA222,Mechanical Engineering                            ,260,243,243,302.0,,,,,,
TA223,Sustainable Energy Engineering                    ,236,236,236,305.0,,,,,,
TA224,Biomedical Design                                 ,243,218,218,324.0,,,,,,
TA225,Automation Engineering                            ,245,245,235,288.0,,,,,,
TA226,Engineering Software                              ,254,243,243,304.0,,,,,,
TA321,Pharmaceutical Science                            ,261,,261,298.0,,,,,,
TA322,Computing                                         ,195,195,200,294.0,,,,,,
TA323,Computing with IT Management                      ,243,243,243,309.0,,,,,,
TA326,DNA and Forensic Analysis                         ,300,,300,362.0,,,,,,
TA327,Sports Science and Health                         ,341,,341,381.0,,,,,,
TA328,Computing with Language (French/German/Spanish)   ,262,262,218,317.0,,,,,,
TA329,Computing with Data Analytics                     ,218,218,218,296.0,,,,,,
TL801,Animation Visual Effects and Motion Design        ,281,,281,341.0,281,,281,349,#718,
TL802,TV Radio and New Media                            ,306,,306,356.0,325,,325,397,322,
TL803,Music Technology                                  ,264,,264,288.0,,,,,,
TL810,Computing with Software Development               ,309,,309,341.0,310,,310,389,308,
TL811,Computing with Games Development                  ,309,,310,334.0,358,,358,,322,
TL812,Computing with Digital Media                      ,369,,369,369.0,,,,,,
TL815,Computing (Degree Award options)                  ,308,,308,378.0,308,,308,360,307,
TL823,Event Management (3 year programme)               ,291,,291,346.0,299,,299,369,293,
TL831,Business Studies (Major Specialism in: Acctng or M,307,,307,372.0,306,,306,381,306,
TL842,Construction Management                           ,,,,,,,,,,
TL844,Agricultural Engineering                          ,311,,311,368.0,300,,300,373,301,
TL845,Civil Engineering                                 ,300,,300,364.0,325,,325,413,361,
TL847,Manufacturing Engineering                         ,,,,,302,,302,368,305,
TL848,Agricultural Science                              ,331,,331,362.0,308,,308,380,307,
TL851,Wildlife Biology (Degree Award options)           ,308,,310,362.0,309,,309,383,309,
TL855,Pharmaceutical Science (Degree Award options)     ,342,,342,386.0,317,,317,369,316,
TL858,Veterinary Bioscience                             ,326,,326,369.0,308,,308,393,317,
TL871,Health and Leisure (Degree Award options)         ,303,,303,346.0,300,,300,379,303,
TL872,Health and Leisure with Massage                   ,288,,288,357.0,309,,309,408,314,
TL873,Coaching and Sports Performance                   ,282,,282,336.0,289,,289,329,308,
TL874,Inclusive Sport and Physical Activity             ,,,,,,,,,341,
TL880,Early Childhood Care and Education                ,307,,307,347.0,307,,307,349,309,
TL881,Social Care                                       ,308,,308,356.0,308,,309,362,301,
TL889,Counselling with Addiction - Mature applicants onl,,,#,,#,,,,,
TL890,General Nursing and Mature Applicants             ,407*,,407,431.0,440*,414,414,441,463,
TL891,Mental Health Nursing and Mature Applicants       ,378,368,367*,379.0,389,378,378,399,440,419
TR002,Music                                             ,#435,#414,#414,473.0,435,429,382,468,508,477*
TR003,History                                           ,486,,486,518.0,497,493,456,511,552,543*
TR004,Law                                               ,533,532,532,552.0,566,565*,565,578,590*,589
TR005,Philosophy                                        ,433,411,391,446.0,442,,442,476,510,497
TR006,Psychology                                        ,565,555*,555*,577.0,567,555*,555,578,601*,590
TR007,Clinical Speech and Language Studies              ,509,506,499,529.0,529,,529,553,564*,
TR009,Music Education                                   ,#430,,#430,465.0,#420,,420,532,#496,#486
TR012,History and Political Science                     ,543,532*,532*,557.0,555,554,552,578,,
TR015,Philosophy Political Science Economics and Sociolo,566,,566,577.0,589,,589,601,613*,613*
TR016,Deaf Studies                                      ,357,,337,372.0,340,,329,377,389,
TR017,Law and Business                                  ,576,,576,589.0,602,,602,613,,
TR018,Law and French                                    ,543,532*,532*,554.0,565,,565,589,602*,602
TR019,Law and German                                    ,523,,523,555.0,543,542,542,566,577,567
TR020,Law and Political Science                         ,567,,567,600.0,602,,601,613,,
TR021,Classics Ancient History and Archaeology          ,409,377,377,495.0,370,,370,434,467,462
TR022,Early and Modern Irish                            ,347,,347,407.0,398,,398,451,377,
TR023,English Studies                                   ,497,474,463,511.0,487,476,474,511,546,541*
TR024,European Studies                                  ,520,,520,544.0,544,542,530,566,566,
TR025,Drama and Theatre Studies                         ,#495,#489,#489,531.0,#564,#530,530,581,#543,#519
TR028,Ancient and Medieval History and Culture          ,399,339,339,451.0,342,,342,453,498,463
TR029,Political Science and Geography                   ,497*,497,477,500.0,526,520,510,533,,
TR031,Mathematics                                       ,566,,566,589.0,531,,531,589,579,578
TR032,Engineering                                       ,497,487*,487*,520.0,510,509*,508,533,556,555
TR033,Computer Science                                  ,467,466,465*,488.0,509,,509,545,566*,549
TR034,Management Science and Information Systems Studies,589*,589*,589*,602.0,613*,,613,625,625*,625*
TR035,Theoretical Physics                               ,565,554,554,601.0,543,,543,601,590,589*
TR038,Engineering with Management                       ,522,510*,499,543.0,532,,532,556,589*,589*
TR039,Computer Science and Language                     ,456,435,435,498.0,454,424,424,488,443,
TR040,Middle Eastern and European Languages and Cultures,485,,485,518.0,466,,466,521,520,499
TR041,Religion                                          ,347,,347,393.0,368,,368,418,417,
TR042,Film                                              ,,,,,489,476,466,498,531,522
TR043,History of Art and Architecture                   ,,,,,393,354,354,474,498,486
TR051,Medicine (HPAT required)                          ,#730,,#730,739.0,#735*,#734*,734,745,#743*,#743*
TR052,Dental Science                                    ,590*,,590*,602.0,613*,613*,613,625,625*,625*
TR053,Physiotherapy                                     ,542*,533*,533*,544.0,566*,566*,566,567,590*,
TR054,Occupational Therapy                              ,521,517,500,520.0,533,,533,554,578*,577*
TR055,Radiation Therapy                                 ,518,510,510,521.0,543,,543,554,577,566
TR056,Human Health and Disease                          ,543,,543,565.0,565,,564,578,601*,
TR060,Biological and Biomedical Sciences                ,520*,511,510*,542.0,543*,543,543,566,578*,577*
TR061,Chemical Sciences                                 ,499,498*,488*,520.0,517,510,510,532,558,554*
TR062,Geography and Geoscience                          ,435*,435,435,485.0,473,,473,499,495,
TR063,Physical Sciences                                 ,510,501,498*,543.0,498*,498,477,531,554,543
TR064,Environmental Science and Engineering             ,,,,,,,,,555,
TR072,Pharmacy                                          ,567,566*,555*,577.0,590,,590,613,613*,613*
TR080,Global Business                                   ,566*,565,565,577.0,589*,,589,601,613*,
TR081,Business Economic and Social Studies (BESS)       ,520*,519,518*,542.0,543*,543*,543,565,577,567*
TR082,Computer Science and Business                     ,510,,510,542.0,555,,555,578,,
TR083,Sociology and Social Policy                       ,462,451,451,474.0,498,487,478,513,,
TR084,Social Studies (Social Work)                      ,441,423,420*,462.0,462*,,462,495,497,487*
TR085,Business Studies and French                       ,509,,509,553.0,540,531,521,543,564,
TR086,Business Studies and German                       ,474,,474,495.0,509,499*,499,518,530,
TR087,Business Studies and Russian                      ,474,467,467,487.0,474,465,456,488,487,
TR089,Business Studies and Polish                       ,393,,393,434.0,444,424,424,468,391,
TR090,Business Studies and Spanish                      ,518,,510,543.0,531*,,531,542,566,
TR091,General Nursing (Meath and St James`s)            ,402,398,393*,420.0,429,,429,455,462,456*
TR093,General Nursing (Adelaide School of Nursing)      ,#394,#389,#378*,409.0,#430,#429,414,441,#473,
TR095,Mental Health Nursing                             ,361,360,358,377.0,408,,408,430,442,
TR097,Intellectual Disability Nursing                   ,347,346,346,350.0,396,,378,398,412,410
TR111,Ancient History and Archaeology/Geography,,,,,,,352,429,,
TR112,Ancient History and Archaeology/History,,,,,,,529,,,
TR113,Ancient History and Archaeology/History of Art and Architecture,,,,,,,337,477,,
TR114,Ancient History and Archaeology/Modern Language,,,,,,,337,420,,
TR117,Ancient History and Archaeology/Religion,,,,,,,342,368,,
TR166,Classical Civilisation/English Literature,,,,,,,496,523,,
TR173,Classical Civilisation/History of Art and Architecture,,,,,,,335,466,,
TR177,Classical Civilisation/Modern Language,,,,,,,335,536,,
TR179,Classical Civilisation/Philosophy,,,,,,,479,518,,
TR198,Economics/Geography,,,,,,,534,552,,
TR202,Economics/History,,,,,,,534,566,,
TR207,Economics/Mathematics,,,,,,,566,601,,
TR208,Economics/Modern Language,,,,,,,534,578,,
TR209,Economics/Philosophy,,,,,,,534,576,,
TR212,Economics/Sociology,,,,,,,534,541,,
TR228,Classical Languages/English Literature,,,,,,,498,533,,
TR231,Classical Languages/History of Art and Architecture,,,,,,,349,444,,
TR233,"Classical Languages/Middle Eastern,Jewish and Islamic Civilisations",,,,,,,349,566,,
TR239,Classical Languages/Modern Language,,,,,,,349,349,,
TR262,English Literature/History,,,,,,,529,552,,
TR263,English Literature/History of Art and Architecture,,,,,,,497,533,,
TR269,English Literature/Philosophy,,,,,,,495,532,,
TR272,English Literature/Sociology,,,,,,,498,519,,
TR276,English Literature/Drama Studies,,,,,,,#476,530,,
TR277,English Literature/Modern Language,,,,,,,489,543,,
TR311,Film/Drama Studies,,,,,,,#521,557,,
TR312,Film/English Literature,,,,,,,521,541,,
TR320,Film/Music,,,,,,,521,555,,
TR322,Geography/History,,,,,,,529,555,,
TR323,Drama Studies/Modern Language,,,,,,,#473,551,,
TR324,Film/Modern Language,,,,,,,521,544,,
TR325,Film/History,,,,,,,529,625,,
TR326,Geography/Modern Language,,,,,,,352,440,,
TR332,Geography/Sociology,,,,,,,496,520,,
TR443,History/History of Art and Architecture,,,,,,,529,532,,
TR447,History/Modern Language,,,,,,,529,554,,
TR449,History/Philosophy,,,,,,,529,543,,
TR452,History/Sociology,,,,,,,529,534,,
TR454,History/Religion,,,,,,,529,534,,
TR455,History of Art and Architecture/Modern Language,,,,,,,334,454,,
TR479,History of Art and Architecture/Philosophy,,,,,,,485,555,,
TR547,"Middle Eastern,Jewish and Islamic Civ./Ancient History and Archaeology",,,,,,,337,473,,
TR548,"Middle Eastern,Jewish and Islamic Civilisations/Classical Civilisation",,,,,,,335,543,,
TR554,"Middle Eastern,Jewish and Islamic Civilisations/History",,,,,,,529,555,,
TR563,"Middle Eastern,Jewish and Islamic Civilisations/Modern Language",,,,,,,335,451,,
TR564,"Middle Eastern,Jewish and Islamic Civilisations/Music",,,,,,,,,,
TR565,"Middle Eastern,Jewish and Islamic Civilisations/Religion",,,,,,,342,,,
TR597,Mathematics/Modern Language,,,,,,,566,625,,
TR598,Mathematics/Music,,,,,,,566,,,
TR599,Mathematics/Philosophy,,,,,,,566,589,,
TR629,Music/Philosophy,,,,,,,499,,,
TR635,Music/Drama Studies,,,,,,,#473,487,,
TR636,Music/Modern Language,,,,,,,388,455,,
TR638,Music/Religion,,,,,,,388,440,,
TR639,Philosophy/Modern Language,,,,,,,499,613,,
TR662,Philosophy/Sociology,,,,,,,499,531,,
TR663,Religion/Classical Civilisation,,,,,,,342,591,,
TR664,Religion/English Literature,,,,,,,498,565,,
TR665,Religion/History of Art and Architecture,,,,,,,342,452,,
TR666,Religion/Modern Language,,,,,,,,,,
TR667,French/Modern Language,,,,,,,403,478,,
TR668,German/Modern Language,,,,,,,389,465,,
TR669,Irish/Modern Language,,,,,,,368,473,,
TR670,Italian/Modern Language,,,,,,,381,466,,
TR671,Russian/Modern Language,,,,,,,332,494,,
TR672,Spanish/Modern Language,,,,,,,336,488,,
TR755,Sociology/Drama Studies,,,,,,,#498,543,,
TR756,Sociology/Modern Language,,,,,,,495,510,,
TR911,Children`s and General Nursing (Integrated)       ,485,480,476*,487.0,511,510,499,521,531*,
TR913,Midwifery                                         ,444,440,423,462.0,478,477*,473,508,521,
TU801,Biomedical Design                                 ,,,,,235,,235,381,235,
TU802,Electrical Services and Energy Management         ,,,,,317,300,300,352,309,
TU803,Electronic Engineering                            ,,,,,243,243,243,337,,
TU804,Engineering (Common Entry with Award options)     ,,,,,271,,271,338,270,
TU805,Engineering (General Entry)                       ,,,,,402,,402,466,466,465
TU806,Sustainable Energy Engineering                    ,,,,,262,,262,318,,
TU807,Computer Engineering in Mobile Systems            ,,,,,276,,276,305,274,
TU808,Engineering Software                              ,,,,,260,260,260,339,,
TU809,Mechanical Engineering                            ,,,,,235,,235,347,,
TU810,Mechatronic Engineering                           ,,,,,270,,271,312,271,
TU811,Product Design                                    ,,,,,411,,411,444,440,434
TU812,Design Technology and Innovation                  ,,,,,270,,270,350,278,
TU813,Automation Engineering                            ,,,,,218,218,218,339,,
TU814,Transport Operations and Technology               ,,,,,285,251,251,372,253,253
TU828,Mechanical Engineering (General Entry)            ,,,,,,,,,300,
TU829,Electronic Engineering (General Entry)            ,,,,,,,,,248,248
TU831,Architectural Technology                          ,,,,,410,,410,444,423,
TU832,Architecture (Suitability Test and Interview)     ,,,,,#622,,622,658,#644,#638
TU833,Construction Management                           ,,,,,367,,367,404,396,
TU834,Geographic Science                                ,,,,,288,,288,357,315,
TU835,Planning and Environmental Management             ,,,,,313,,313,349,330,
TU836,Property Economics (Valuation Surveying)          ,,,,,401,,401,433,411,
TU837,Quantity Surveying and Construction Economics     ,,,,,385,,385,418,413,
TU838,Sustainable Timber Technology                     ,,,,,,,,,307,271
TU851,Analytical Chemistry (Environmental Forensic and P,,,,,349,,349,419,400,
TU852,Chemical Sciences with Medicinal Chemistry        ,,,,,476,,476,498,477,
TU854,Science (General Entry)                           ,,,,,476,,476,495,510,
TU855,Science with Nanotechnology                       ,,,,,331,319,319,368,322,
TU856,Computer Science                                  ,,,,,476,,476,487,499,
TU857,Computer Science (Infrastructure)                 ,,,,,391,,391,419,403,
TU858,Computer Science (International)                  ,,,,,377,,377,424,395,
TU859,Computing                                         ,,,,,217,234v,217,308,251,
TU860,Computing (Information Technology)                ,,,,,260,,260,329,270,
TU861,Computing with Language (French/German/Spanish)   ,,,,,308,308,308,348,235,235
TU862,Computing with Data Analytics                     ,,,,,226,226,226,288,262,
TU863,Digital Forensics and Cyber Security              ,,,,,280,,280,338,282,
TU864,DNA and Forensic Analysis                         ,,,,,400,390,390,429,500,441
TU865,Computing with IT Management                      ,,,,,226,,226,331,235,
TU866,Biomedical and Molecular Diagnostics              ,,,,,487,,487,498,522,
TU867,Biomedical Science                                ,,,,,524,,524,542,576,566*
TU868,Clinical Measurement Science                      ,,,,,510,,510,520,542,
TU869,Environmental Health                              ,,,,,336,,336,375,387,
TU870,Human Nutrition and Dietetics                     ,,,,,578,,578,589,601*,
TU871,Optometry                                         ,,,,,509,,509,530,532,
TU872,Public Health Nutrition                           ,,,,,491,,491,512,487,
TU873,Industrial Mathematics                            ,,,,,250,250,250,392,,
TU874,Mathematical Sciences                             ,,,,,341,,343,407,294,294
TU875,Pharmaceutical Healthcare                         ,,,,,400,,400,440,451,
TU876,Pharmaceutical Science                            ,,,,,377,349,349,391,445,
TU877,Physics Technology                                ,,,,,308,,308,373,314,314
TU878,Physics with Energy and Environment               ,,,,,337,337,331,444,339,
TU879,Physics with Medical Physics and Bioengineering   ,,,,,351,,351,403,346,
TU880,Physics with Data Science                         ,,,,,578,,,,412,
TU881,Food Innovation                                   ,,,,,318,,318,389,309,
TU882,Nutraceuticals in Health and Nutrition            ,,,,,397,,397,442,380,
TU901,Business                                          ,,,,,270,,270,307,,
TU902,Business (Common Entry with Award options)        ,,,,,271,,271,359,270,
TU903,Business and Management                           ,,,,,463,,463,485,477,
TU904,Business and Law                                  ,,,,,462,,462,487,462,
TU905,Economics and Finance                             ,,,,,465,,465,488,460,
TU906,Human Resource Management                         ,,,,,395,,395,414,386,377
TU907,Logistics and Supply Chain Management             ,,,,,300,,300,387,300,
TU908,Management                                        ,,,,,262,253,253,337,,
TU909,Accounting and Finance                            ,,,,,285,,285,326,,
TU910,Accounting and Finance                            ,,,,,444,,444,466,420,
TU911,Accounting and Finance                            ,,,,,209,192,192,319,,
TU912,Business Analytics                                ,,,,,330,,330,366,331,311
TU913,Business and Information Technology               ,,,,,252,,252,299,,
TU914,Business Computing                                ,,,,,324,,324,366,322,
TU915,International Business                            ,,,,,252,,252,302,,
TU916,International Business                            ,,,,,235,235,235,337,,
TU917,Law (LLB ) with a Language                        ,,,,,342,,342,433,356,
TU918,Law (LLB)                                         ,,,,,451,,451,478,463,
TU919,Advertising and Marketing Communications          ,,,,,228,226,226,311,219,
TU920,Digital Marketing                                 ,,,,,270,,270,318,270,
TU921,Digital Marketing Technologies                    ,,,,,212,212,234,300,230,
TU922,Marketing                                         ,,,,,418,,418,443,412,
TU923,Marketing Management                              ,,,,,228,276v,228,318,,
TU924,E-Commerce in Retailing                           ,,,,,307,,307,380,307,
TU925,Retail and Services Management                    ,,,,,301,,301,362,307,
TU932,Business (options)                                ,,,,,,,,,211,
TU933,Accounting and Finance (campus options)           ,,,,,,,,,251,
TU935,Sports Management and Coaching                    ,,,,,300,,300,347,300,
